Key,City
India/Mangalore,Mangalore
India/Marmagao,Marmagao
India/Minicoy Island,Minicoy Island
India/Muktesar,Muktesar
India/Mumbai,Mumbai
India/Nagpur,Nagpur
India/Nellore,Nellore
India/Pamban,Pamban
India/Pathankot,Pathankot
India/Patna,Patna
India/Pendra,Pendra
India/Port Blair,Port Blair
India/Pune - Agriculture College,Pune - Agriculture College
India/Raipur,Raipur
India/Rajkot,Rajkot
India/Ratnagiri,Ratnagiri
India/Rupsi,Rupsi
India/Saharanpur,Saharanpur
India/Secunderabad,Secunderabad
India/Shiliguri,Shiliguri
India/Shimla - Lalpani,Shimla - Lalpani
India/Sholapur,Sholapur
India/Sibsagar,Sibsagar
India/Silchar,Silchar
India/Srinagar,Srinagar
India/Surat,Surat
India/Tambaram,Tambaram
India/Tezpur,Tezpur
India/Tiruchchirappalli,Tiruchchirappalli
India/Trivandrum,Trivandrum
India/Udaipur,Udaipur
India/Vengurla,Vengurla
India/Veraval,Veraval
India/Vijayawada,Vijayawada
India/Vishakhapatnam,Vishakhapatnam
Indian Ocean Island/Diego Garcia,Diego Garcia
Indonesia/Abepura,Abepura
Indonesia/Adiwerna,Adiwerna
Indonesia/Amahai,Amahai
Indonesia/Ambarawa,Ambarawa
Indonesia/Ambon,Ambon
Indonesia/Ampenan,Ampenan
Indonesia/Amuntai,Amuntai
Indonesia/Arjawinangun,Arjawinangun
Indonesia/Astanajapura,Astanajapura
Indonesia/Atambua,Atambua
Indonesia/Babat,Babat
Indonesia/Baekrajan,Baekrajan
Indonesia/Baki,Baki
Indonesia/Balaipungut,Balaipungut
Indonesia/Balapulang,Balapulang
Indonesia/Bali,Bali
Indonesia/Balikpapan,Balikpapan
Indonesia/Balung,Balung
Indonesia/Bambanglipuro,Bambanglipuro
Indonesia/Banda Aceh,Banda Aceh
Indonesia/Bandar,Bandar
Indonesia/Bandar Lampung,Bandar Lampung
Indonesia/Bandung,Bandung
Indonesia/Bangil,Bangil
Indonesia/Bangkalan,Bangkalan
Indonesia/Banjar,Banjar
Indonesia/Banjar Wangsian,Banjar Wangsian
Indonesia/Banjaran,Banjaran
Indonesia/Banjarmasin,Banjarmasin
Indonesia/Bantul,Bantul
Indonesia/Banyumas,Banyumas
Indonesia/Banyuwangi,Banyuwangi
Indonesia/Barabai,Barabai
Indonesia/Batang,Batang
Indonesia/Batu,Batu
Indonesia/Baturaden,Baturaden
Indonesia/Baturaja,Baturaja
Indonesia/Bejubang Dua,Bejubang Dua
Indonesia/Bekasi,Bekasi
Indonesia/Belawan,Belawan
Indonesia/Bengkulu,Bengkulu
Indonesia/Besuki,Besuki
Indonesia/Beteleme,Beteleme
Indonesia/Biak,Biak
Indonesia/Bima,Bima
Indonesia/Binjai,Binjai
Indonesia/Bireun,Bireun
Indonesia/Bitung,Bitung
Indonesia/Blitar,Blitar
Indonesia/Blora,Blora
Indonesia/Bogor,Bogor
Indonesia/Bojonegoro,Bojonegoro
Indonesia/Bondowoso,Bondowoso
Indonesia/Bontang,Bontang
Indonesia/Borobudur,Borobudur
Indonesia/Boyolali,Boyolali
Indonesia/Boyolangu,Boyolangu
Indonesia/Buaran,Buaran
Indonesia/Buduran,Buduran
Indonesia/Bukittinggi,Bukittinggi
Indonesia/Bulakamba,Bulakamba
Indonesia/Candi Prambanan,Candi Prambanan
Indonesia/Caringin,Caringin
Indonesia/Ceper,Ceper
Indonesia/Cepu,Cepu
Indonesia/Ciamis,Ciamis
Indonesia/Ciampea,Ciampea
Indonesia/Cibinong,Cibinong
Indonesia/Cicurug,Cicurug
Indonesia/Cigangsa,Cigangsa
Indonesia/Cikampek,Cikampek
Indonesia/Cikarang,Cikarang
Indonesia/Cikupa,Cikupa
Indonesia/Cilacap,Cilacap
Indonesia/Cileungsir,Cileungsir
Indonesia/Cileunyi,Cileunyi
Indonesia/Cimahi,Cimahi
Indonesia/Ciparay,Ciparay
Indonesia/Ciputat,Ciputat
Indonesia/Ciranjang-hilir,Ciranjang-hilir
Indonesia/Cirebon,Cirebon
Indonesia/Citeureup,Citeureup
Indonesia/City of Balikpapan,City of Balikpapan
Indonesia/Colomadu,Colomadu
Indonesia/Comal,Comal
Indonesia/Curug,Curug
Indonesia/Curup,Curup
Indonesia/Dampit,Dampit
Indonesia/Daru,Daru
Indonesia/Delanggu,Delanggu
Indonesia/Deli Tua,Deli Tua
Indonesia/Demak,Demak
Indonesia/Denpasar,Denpasar
Indonesia/Depok,Depok
Indonesia/Diwek,Diwek
Indonesia/Driyorejo,Driyorejo
Indonesia/Dukuhturi,Dukuhturi
Indonesia/Dumai,Dumai
Indonesia/Galesong,Galesong
Indonesia/Gambiran Satu,Gambiran Satu
Indonesia/Gampengrejo,Gampengrejo
Indonesia/Gamping Lor,Gamping Lor
Indonesia/Gatak,Gatak
Indonesia/Gebog,Gebog
Indonesia/Gedangan,Gedangan
Indonesia/Genteng,Genteng
Indonesia/Gili Air,Gili Air
Indonesia/Gili Meno,Gili Meno
Indonesia/Gili Trawangan,Gili Trawangan
Indonesia/Godean,Godean
Indonesia/Gombong,Gombong
Indonesia/Gongdanglegi Kulon,Gongdanglegi Kulon
Indonesia/Gorontalo,Gorontalo
Indonesia/Gresik,Gresik
Indonesia/Grogol,Grogol
Indonesia/Gunung Kendil,Gunung Kendil
Indonesia/Hasanudin,Hasanudin
Indonesia/Indramayu,Indramayu
Indonesia/Insrom,Insrom
Indonesia/Jakarta,Jakarta
Indonesia/Jaten,Jaten
Indonesia/Jatibarang,Jatibarang
Indonesia/Jatiroto,Jatiroto
Indonesia/Jatiwangi,Jatiwangi
Indonesia/Jayapura,Jayapura
Indonesia/Jekulo,Jekulo
Indonesia/Jember,Jember
Indonesia/Jimbaran,Jimbaran
Indonesia/Jogonalan,Jogonalan
Indonesia/Jombang,Jombang
Indonesia/Juwana,Juwana
Indonesia/Kabanjahe,Kabanjahe
Indonesia/Kalianget,Kalianget
Indonesia/Kamal,Kamal
Indonesia/Karangampel,Karangampel
Indonesia/Karanganom,Karanganom
Indonesia/Karangasem,Karangasem
Indonesia/Karangsembung,Karangsembung
Indonesia/Kartasura,Kartasura
Indonesia/Katabu,Katabu
Indonesia/Kawalu,Kawalu
Indonesia/Kebomas,Kebomas
Indonesia/Kebonarun,Kebonarun
Indonesia/Kediri,Kediri
Indonesia/Kedungwaru,Kedungwaru
Indonesia/Kedungwuni,Kedungwuni
Indonesia/Kefamenanu,Kefamenanu
Indonesia/Kencong,Kencong
Indonesia/Kepanjen,Kepanjen
Indonesia/Kertosono,Kertosono
Indonesia/Ketanggungan,Ketanggungan
Indonesia/Kijang,Kijang
Indonesia/Kintamani,Kintamani
Indonesia/Kisaran,Kisaran
Indonesia/Kisba Dua,Kisba Dua
Indonesia/Klangenan,Klangenan
Indonesia/Klaten,Klaten
Indonesia/Klungkung,Klungkung
Indonesia/Komodo,Komodo
Indonesia/Kondas,Kondas
Indonesia/Kotabumi,Kotabumi
Indonesia/Kp. Bluwo Sremped,Kp. Bluwo Sremped
Indonesia/Kraksaan,Kraksaan
Indonesia/Kresek,Kresek
Indonesia/Krian,Krian
Indonesia/Kroya,Kroya
Indonesia/Kualakapuas,Kualakapuas
Indonesia/Kualatungkal,Kualatungkal
Indonesia/Kudus,Kudus
Indonesia/Kuningan,Kuningan
Indonesia/Kupang,Kupang
Indonesia/Kuta,Kuta
Indonesia/Kutabuluh Pasar,Kutabuluh Pasar
Indonesia/Kutoarjo,Kutoarjo
Indonesia/Labuan,Labuan
Indonesia/Labuhan Deli,Labuhan Deli
Indonesia/Labuhanbajo,Labuhanbajo
Indonesia/Lahat,Lahat
Indonesia/Laikit,Laikit
Indonesia/Lamongan,Lamongan
Indonesia/Langsa,Langsa
Indonesia/Lasem,Lasem
Indonesia/Lawang,Lawang
Indonesia/Lebaksiu,Lebaksiu
Indonesia/Lembang,Lembang
Indonesia/Lhokseumawe,Lhokseumawe
Indonesia/Loa Janan,Loa Janan
Indonesia/Lubuklinggau,Lubuklinggau
Indonesia/Lumajang,Lumajang
Indonesia/Luwuk,Luwuk
Indonesia/Madiun,Madiun
Indonesia/Maduin,Maduin
Indonesia/Magelang,Magelang
Indonesia/Majalengka,Majalengka
Indonesia/Majenang,Majenang
Indonesia/Malang,Malang
Indonesia/Mamuju,Mamuju
Indonesia/Manado,Manado
Indonesia/Mandahara,Mandahara
Indonesia/Manggar,Manggar
Indonesia/Manismata,Manismata
Indonesia/Manokwari,Manokwari
Indonesia/Margahayukencana,Margahayukencana
Indonesia/Margasari,Margasari
Indonesia/Mas,Mas
Indonesia/Masjid Jamie Baitul Muttaqien,Masjid Jamie Baitul Muttaqien
Indonesia/Mataram,Mataram
Indonesia/Maumere,Maumere
Indonesia/Medan,Medan
Indonesia/Melati,Melati
Indonesia/Merauke,Merauke
Indonesia/Mertoyudan,Mertoyudan
Indonesia/Metinaro,Metinaro
Indonesia/Metro,Metro
Indonesia/Meulaboh,Meulaboh
Indonesia/Mlonggo,Mlonggo
Indonesia/Mojoagung,Mojoagung
Indonesia/Mojokerto,Mojokerto
Indonesia/Mranggen,Mranggen
Indonesia/Muncar,Muncar
Indonesia/Munduk,Munduk
Indonesia/Muntilan,Muntilan
Indonesia/Muntok,Muntok
Indonesia/Nabire,Nabire
Indonesia/Negara,Negara
Indonesia/Nganjuk,Nganjuk
Indonesia/Ngawi,Ngawi
Indonesia/Ngemplak,Ngemplak
Indonesia/Ngombak,Ngombak
Indonesia/Ngoro,Ngoro
Indonesia/Ngunut,Ngunut
Indonesia/Nusa Dua,Nusa Dua
Indonesia/Paciran,Paciran
Indonesia/Padalarang,Padalarang
Indonesia/Padang,Padang
Indonesia/Padangsidempuan,Padangsidempuan
Indonesia/Pageralam,Pageralam
Indonesia/Pakanbaru,Pakanbaru
Indonesia/Pakisaji,Pakisaji
Indonesia/Palangkaraya,Palangkaraya
Indonesia/Palembang,Palembang
Indonesia/Palimanan,Palimanan
Indonesia/Palopo,Palopo
Indonesia/Palu,Palu
Indonesia/Pamanukan,Pamanukan
Indonesia/Pamekasan,Pamekasan
Indonesia/Pameungpeuk,Pameungpeuk
Indonesia/Pamulang,Pamulang
Indonesia/Panarukan,Panarukan
Indonesia/Pancur Biru Lestari II,Pancur Biru Lestari II
Indonesia/Pandaan,Pandaan
Indonesia/Pandak,Pandak
Indonesia/Pandeglang,Pandeglang
Indonesia/Pangkalan Brandan,Pangkalan Brandan
Indonesia/Pangkalpinang,Pangkalpinang
Indonesia/Panji,Panji
Indonesia/Pare,Pare
Indonesia/Parepare,Parepare
Indonesia/Pariaman,Pariaman
Indonesia/Parung,Parung
Indonesia/Pasarkemis,Pasarkemis
Indonesia/Paseh,Paseh
Indonesia/Pasir Bungur,Pasir Bungur
Indonesia/Pati,Pati
Indonesia/Payakumbuh,Payakumbuh
Indonesia/Pecangaan,Pecangaan
Indonesia/Pekalongan,Pekalongan
Indonesia/Pekan Bahapal,Pekan Bahapal
Indonesia/Pelabuhanratu,Pelabuhanratu
Indonesia/Pemalang,Pemalang
Indonesia/Pemangkat,Pemangkat
Indonesia/Pematangsiantar,Pematangsiantar
Indonesia/Perbaungan,Perbaungan
Indonesia/Percut,Percut
Indonesia/Petarukan,Petarukan
Indonesia/Plumbon,Plumbon
Indonesia/Polewali,Polewali
Indonesia/Ponorogo,Ponorogo
Indonesia/Pontianak,Pontianak
Indonesia/Portani,Portani
Indonesia/Poso,Poso
Indonesia/Prabumulih,Prabumulih
Indonesia/Praya,Praya
Indonesia/Prigen,Prigen
Indonesia/Probolinggo,Probolinggo
Indonesia/Pugeran Maguwoharjo,Pugeran Maguwoharjo
Indonesia/Pundong,Pundong
Indonesia/Purbalingga,Purbalingga
Indonesia/Purwakarta,Purwakarta
Indonesia/Purwodadi Grobogan,Purwodadi Grobogan
Indonesia/Purwokerto,Purwokerto
Indonesia/Rajapolah,Rajapolah
Indonesia/Randudongkal,Randudongkal
Indonesia/Rangkasbitung,Rangkasbitung
Indonesia/Rantauprapat,Rantauprapat
Indonesia/Rantepao,Rantepao
Indonesia/Rembangan,Rembangan
Indonesia/Rengasdengklok,Rengasdengklok
Indonesia/Reuleuet,Reuleuet
Indonesia/Ruteng,Ruteng
Indonesia/Sabang,Sabang
Indonesia/Samarinda,Samarinda
Indonesia/Sampang,Sampang
Indonesia/Sampit,Sampit
Indonesia/Sangkapura,Sangkapura
Indonesia/Saumlaki,Saumlaki
Indonesia/Sawangan,Sawangan
Indonesia/Selogiri,Selogiri
Indonesia/Semarang,Semarang
Indonesia/Sembakung,Sembakung
Indonesia/Sengkang,Sengkang
Indonesia/Sentani,Sentani
Indonesia/Sepatan,Sepatan
Indonesia/Seririt,Seririt
Indonesia/Serpong,Serpong
Indonesia/Sewon,Sewon
Indonesia/Sibolga,Sibolga
Indonesia/Sidareja,Sidareja
Indonesia/Sidoarjo,Sidoarjo
Indonesia/Sigli,Sigli
Indonesia/Sijunjung,Sijunjung
Indonesia/Simpang,Simpang
Indonesia/Sinabang,Sinabang
Indonesia/Singaparna,Singaparna
Indonesia/Singaraja,Singaraja
Indonesia/Singkawang,Singkawang
Indonesia/Singojuruh,Singojuruh
Indonesia/Singosari,Singosari
Indonesia/Sinjai,Sinjai
Indonesia/Situbondo,Situbondo
Indonesia/Slawi,Slawi
Indonesia/Sleman,Sleman
Indonesia/Soe,Soe
Indonesia/Sofifi,Sofifi
Indonesia/Sokaraja,Sokaraja
Indonesia/Soko,Soko
Indonesia/Solok,Solok
Indonesia/Soreang,Soreang
Indonesia/Sorong,Sorong
Indonesia/South Tangerang,South Tangerang
Indonesia/Sragen,Sragen
Indonesia/Srandakan,Srandakan
Indonesia/Srono,Srono
Indonesia/Stabat,Stabat
Indonesia/Subang,Subang
Indonesia/Sukabumi,Sukabumi
Indonesia/Sumbawa Besar,Sumbawa Besar
Indonesia/Sumber,Sumber
Indonesia/Sumberpucung,Sumberpucung
Indonesia/Sumedang Utara,Sumedang Utara
Indonesia/Sumenep,Sumenep
Indonesia/Sungai Penuh,Sungai Penuh
Indonesia/Sungailiat,Sungailiat
Indonesia/Sungairaya,Sungairaya
Indonesia/Sunggal,Sunggal
Indonesia/Surabaya,Surabaya
Indonesia/Surakarta,Surakarta
Indonesia/Tabanan,Tabanan
Indonesia/Tangerang,Tangerang
Indonesia/Tanggul,Tanggul
Indonesia/Tanggulangin,Tanggulangin
Indonesia/Tanjungagung,Tanjungagung
Indonesia/Tanjungbalai,Tanjungbalai
Indonesia/Tanjungpandan,Tanjungpandan
Indonesia/Tanjungpinang,Tanjungpinang
Indonesia/Tanjungtiram,Tanjungtiram
Indonesia/Tarakan,Tarakan
Indonesia/Tarempa,Tarempa
Indonesia/Tarub,Tarub
Indonesia/Tayu,Tayu
Indonesia/Tegal,Tegal
Indonesia/Teluk Nibung,Teluk Nibung
Indonesia/Teluknaga,Teluknaga
Indonesia/Tempat tinggal Alfian,Tempat tinggal Alfian
Indonesia/Terbanggi Besar,Terbanggi Besar
Indonesia/Tobelo,Tobelo
Indonesia/Tondano,Tondano
Indonesia/Trenggalek,Trenggalek
Indonesia/Trucuk,Trucuk
Indonesia/Tuban,Tuban
Indonesia/Tulangan Utara,Tulangan Utara
Indonesia/Tulungagung,Tulungagung
Indonesia/Ubud,Ubud
Indonesia/Ungaran,Ungaran
Indonesia/VILLA PERMATA HIJAU,VILLA PERMATA HIJAU
Indonesia/Waingapu,Waingapu
Indonesia/Wanaraja,Wanaraja
Indonesia/Wangon,Wangon
Indonesia/Watampone,Watampone
Indonesia/Wedi,Wedi
Indonesia/Welahan,Welahan
Indonesia/Weleri,Weleri
Indonesia/Weru,Weru
Indonesia/Wewak,Wewak
Indonesia/Wiradesa,Wiradesa
Indonesia/Wongsorejo,Wongsorejo
Indonesia/Wonopringgo,Wonopringgo
Indonesia/Wonosari,Wonosari
Indonesia/Wonosobo,Wonosobo
Indonesia/Wooden House,Wooden House
Indonesia/Yogyakarta,Yogyakarta
Iran/'Ajab Shir,'Ajab Shir
Iran/Abadan,Abadan
Iran/Abadeh,Abadeh
Iran/Abdanan,Abdanan
Iran/Abhar,Abhar
Iran/Abyek,Abyek
Iran/Aghajari,Aghajari
Iran/Ahar,Ahar
Iran/Ahvaz,Ahvaz
Iran/Akbarabad,Akbarabad
Iran/Aleshtar,Aleshtar
Iran/Aligoodarz,Aligoodarz
Iran/Alvand,Alvand
Iran/Amol,Amol
Iran/Aq Qayeh,Aq Qayeh
Iran/Ardakan,Ardakan
Iran/Ardestan,Ardestan
Iran/Asadabad,Asadabad
Iran/Astaneh-ye Ashrafiyeh,Astaneh-ye Ashrafiyeh
Iran/Azadshahr,Azadshahr
Iran/Azna,Azna
Iran/Babol,Babol
Iran/Babol Sar,Babol Sar
Iran/Bafq,Bafq
Iran/Bahar,Bahar
Iran/Bakhtaran,Bakhtaran
Iran/Bandar-e Ganaveh,Bandar-e Ganaveh
Iran/Bandar-e-Abbas,Bandar-e-Abbas
Iran/Baneh,Baneh
Iran/Bardsir,Bardsir
Iran/Behbahan,Behbahan
Iran/Behshahr,Behshahr
Iran/Bijar,Bijar
Iran/Birjand,Birjand
Iran/Bonab,Bonab
Iran/Boneh-ye Hoseyn Kaluli,Boneh-ye Hoseyn Kaluli
Iran/Borazjan,Borazjan
Iran/Borujen,Borujen
Iran/Borujerd,Borujerd
Iran/Bukan,Bukan
Iran/Chah Bahar,Chah Bahar
Iran/Chalus,Chalus
Iran/Chenaran,Chenaran
Iran/Damavand,Damavand
Iran/Damghan,Damghan
Iran/Darab,Darab
Iran/Darreh Shahr,Darreh Shahr
Iran/Dehdasht,Dehdasht
Iran/Dehloran,Dehloran
Iran/Delijan,Delijan
Iran/Dezful,Dezful
Iran/Dogonbadan,Dogonbadan
Iran/Dorcheh Piaz,Dorcheh Piaz
Iran/Dowlatabad,Dowlatabad
Iran/Eqbaliyeh,Eqbaliyeh
Iran/Esfahan,Esfahan
Iran/Esfarayen,Esfarayen
Iran/Famast,Famast
Iran/Farrokh Shahr,Farrokh Shahr
Iran/Farsan,Farsan
Iran/Felavarjan,Felavarjan
Iran/Fereydun Kenar,Fereydun Kenar
Iran/Fereydunshahr,Fereydunshahr
Iran/Firuzabad,Firuzabad
Iran/Gerash,Gerash
Iran/Golpayegan,Golpayegan
Iran/Gonabad,Gonabad
Iran/Gonbad-e Qabus,Gonbad-e Qabus
Iran/Hamadan,Hamadan
Iran/Harsin,Harsin
Iran/Hashtpar,Hashtpar
Iran/Hashtrud,Hashtrud
Iran/Herowabad,Herowabad
Iran/Istgah-e Rah Ahan-e Garmsar,Istgah-e Rah Ahan-e Garmsar
Iran/Jask,Jask
Iran/Javanrud,Javanrud
Iran/Jongiyeh,Jongiyeh
Iran/Juybar,Juybar
Iran/Kahriz,Kahriz
Iran/Kalaleh,Kalaleh
Iran/Kalateh Ali naghi,Kalateh Ali naghi
Iran/Kalateh Baba Ahmad,Kalateh Baba Ahmad
Iran/Kamyaran,Kamyaran
Iran/Kangavar,Kangavar
Iran/Karaj,Karaj
Iran/Kargah Hedary,Kargah Hedary
Iran/Kashmar,Kashmar
Iran/Kazerun,Kazerun
Iran/Kelishad va Sudarjan,Kelishad va Sudarjan
Iran/Kerman,Kerman
Iran/Khani Yek,Khani Yek
Iran/Khark Island,Khark Island
Iran/Khash,Khash
Iran/Khavas Kuh,Khavas Kuh
Iran/Khomeyn,Khomeyn
Iran/Khomeyni Shahr,Khomeyni Shahr
Iran/Khorram Darreh,Khorram Darreh
Iran/Khorramshahr,Khorramshahr
Iran/Khvansar,Khvansar
Iran/Kuh Sefid,Kuh Sefid
Iran/Kuhdasht,Kuhdasht
Iran/Langerud,Langerud
Iran/Mahabad,Mahabad
Iran/Mahdishahr,Mahdishahr
Iran/Mahriz,Mahriz
Iran/Malard,Malard
Iran/Malayer,Malayer
Iran/Marand,Marand
Iran/Mashhad,Mashhad
Iran/Masjed Soleyman,Masjed Soleyman
Iran/Mehran,Mehran
Iran/Meybod,Meybod
Iran/Miandowab,Miandowab
Iran/Minab,Minab
Iran/Naghadeh,Naghadeh
Iran/Nahavand,Nahavand
Iran/Nashta Rud,Nashta Rud
Iran/Nazarabad,Nazarabad
Iran/Neka',Neka'
Iran/Neyriz,Neyriz
Iran/Neyshabur,Neyshabur
Iran/Nosratabad,Nosratabad
Iran/Now Shahr,Now Shahr
Iran/Nurabad,Nurabad
Iran/Omidcheh,Omidcheh
Iran/Omidiyeh,Omidiyeh
Iran/Orumiyeh,Orumiyeh
Iran/Oshnaviyeh,Oshnaviyeh
Iran/Parsabad,Parsabad
Iran/Paveh,Paveh
Iran/Piranshahr,Piranshahr
Iran/Pishva,Pishva
Iran/Qahderijan,Qahderijan
Iran/Qarah Zia' od Din,Qarah Zia' od Din
Iran/Qarchak,Qarchak
Iran/Qarnabad,Qarnabad
Iran/Qayen,Qayen
Iran/Qeshm,Qeshm
Iran/Qohord-e Bala,Qohord-e Bala
Iran/Qom,Qom
Iran/Qorveh,Qorveh
Iran/Quchan,Quchan
Iran/Rafsanjan,Rafsanjan
Iran/Ramhormoz,Ramhormoz
Iran/Ramshir,Ramshir
Iran/Ravar,Ravar
Iran/Rehnan,Rehnan
Iran/Robat Karim,Robat Karim
Iran/Ruchi,Ruchi
Iran/Rudsar,Rudsar
Iran/Sakht Sar,Sakht Sar
Iran/Salmas,Salmas
Iran/Sarakhs,Sarakhs
Iran/Sarpol-e Zahab,Sarpol-e Zahab
Iran/Saveh,Saveh
Iran/Semirom,Semirom
Iran/Shadegan,Shadegan
Iran/Shah Pasand,Shah Pasand
Iran/Shahin Dezh,Shahin Dezh
Iran/Shahr-e Babak,Shahr-e Babak
Iran/Shahrak-e Emam Hasan-e Mojtabá,Shahrak-e Emam Hasan-e Mojtabá
Iran/Shahrak-e Pabedana,Shahrak-e Pabedana
Iran/Shahre Jadide Andisheh,Shahre Jadide Andisheh
Iran/Shahreza,Shahreza
Iran/Shahriar,Shahriar
Iran/Shahroki,Shahroki
Iran/Shahrud,Shahrud
Iran/Sharifabad,Sharifabad
Iran/Shiraz,Shiraz
Iran/Shushtar,Shushtar
Iran/Sirjan,Sirjan
Iran/Sonqor,Sonqor
Iran/Susa,Susa
Iran/Susangerd,Susangerd
Iran/Tabriz,Tabriz
Iran/Tafresh,Tafresh
Iran/Taft,Taft
Iran/Takab,Takab
Iran/Takestan,Takestan
Iran/Taybad,Taybad
Iran/Tehran,Tehran
Iran/Tonekabon,Tonekabon
Iran/Torbat-e Jam,Torbat-e Jam
Iran/Varamin,Varamin
Iran/Vasian,Vasian
Iran/Yazd - East,Yazd - East
Iran/Zabol,Zabol
Iran/Zahedan,Zahedan
Iran/Zarand,Zarand
Iran/Ziabar (Gaskar),Ziabar (Gaskar)
Iran/pamas,pamas
Iraq/'Afak,'Afak
Iraq/'Ali al Gharbi,'Ali al Gharbi
Iraq/'Anat al Qadimah,'Anat al Qadimah
Iraq/Abu Ghraib,Abu Ghraib
Iraq/Ad Diwaniyah,Ad Diwaniyah
Iraq/Al 'Aziziyah,Al 'Aziziyah
Iraq/Al Amarah,Al Amarah
Iraq/Al Basrah,Al Basrah
Iraq/Al Basrat al Qadimah,Al Basrat al Qadimah
Iraq/Al Faw,Al Faw
Iraq/Al Hadithah,Al Hadithah
Iraq/Al Harithah,Al Harithah
Iraq/Al Hillah,Al Hillah
Iraq/Al Hindiyah,Al Hindiyah
Iraq/Al Majar al Kabir,Al Majar al Kabir
Iraq/Al Miqdadiyah,Al Miqdadiyah
Iraq/Al Mishkhab,Al Mishkhab
Iraq/Al Musayyib,Al Musayyib
Iraq/An Najaf,An Najaf
Iraq/An Nasiriyah,An Nasiriyah
Iraq/Ar Ramadi,Ar Ramadi
Iraq/Ar Rumaythah,Ar Rumaythah
Iraq/Ar Rutbah,Ar Rutbah
Iraq/As Salman,As Salman
Iraq/As Samawah,As Samawah
Iraq/As Sulaymaniyah,As Sulaymaniyah
Iraq/As Suwayrah,As Suwayrah
Iraq/Ash Shamiyah,Ash Shamiyah
Iraq/Ash Shatrah,Ash Shatrah
Iraq/Az Zubayr,Az Zubayr
Iraq/Baghdad,Baghdad
Iraq/Balad,Balad
Iraq/Baqubah,Baqubah
Iraq/Chamchamal,Chamchamal
Iraq/Dahuk,Dahuk
Iraq/Dujail,Dujail
Iraq/Erbil,Erbil
Iraq/Fallujah,Fallujah
Iraq/Habbaniyah,Habbaniyah
Iraq/Halabja,Halabja
Iraq/Hit,Hit
Iraq/Imam Qasim,Imam Qasim
Iraq/Karbala,Karbala
Iraq/Khalis,Khalis
Iraq/Khanaqin,Khanaqin
Iraq/Kifri,Kifri
Iraq/Kirkuk,Kirkuk
Iraq/Koysinceq,Koysinceq
Iraq/Kut,Kut
Iraq/Mandali,Mandali
Iraq/Mosul,Mosul
Iraq/Nahiyat Ghammas,Nahiyat Ghammas
Iraq/Nahiyat Saddat al Hindiyah,Nahiyat Saddat al Hindiyah
Iraq/Nahiyat al Fuhud,Nahiyat al Fuhud
Iraq/Nahiyat ash Shinafiyah,Nahiyat ash Shinafiyah
Iraq/Paynjuwayn,Paynjuwayn
Iraq/Qada' Talkif,Qada' Talkif
Iraq/Qada' al Hamdaniyah,Qada' al Hamdaniyah
Iraq/Rawah,Rawah
Iraq/Rawanduz,Rawanduz
Iraq/Samarra,Samarra
Iraq/Sinah,Sinah
Iraq/Tikrit,Tikrit
Iraq/Tozkhurmato,Tozkhurmato
Iraq/Umm Qasr,Umm Qasr
Iraq/Zakho,Zakho
Ireland/Beal an Mhuirhead,Beal an Mhuirhead
Ireland/Belmullet,Belmullet
Ireland/Birr,Birr
Ireland/Blacksod,Blacksod
Ireland/Broadway,Broadway
Ireland/Claremorris,Claremorris
Ireland/Clondalkin,Clondalkin
Ireland/Clones,Clones
Ireland/Cobh,Cobh
Ireland/Corcaigh,Corcaigh
Ireland/Cork,Cork
Ireland/Drumfin,Drumfin
Ireland/Dublin,Dublin
Ireland/Galway,Galway
Ireland/Kilkenny,Kilkenny
Ireland/Longford,Longford
Ireland/Malin Head,Malin Head
Ireland/Mullingar,Mullingar
Ireland/Portmagee,Portmagee
Ireland/Roches Point,Roches Point
Ireland/Rosslare,Rosslare
Ireland/Shannon,Shannon
Ireland/Valencia Island,Valencia Island
Ireland/Waterford,Waterford
Ireland/Waterville,Waterville
Isle of Man/Douglas,Douglas
Isle of Man/Ramsey,Ramsey
Israel/Beersheba,Beersheba
Israel/Eilat,Eilat
Israel/Gerofit,Gerofit
Israel/Haifa,Haifa
Israel/Har Meron,Har Meron
Israel/Jerusalem,Jerusalem
Israel/Ma'oz Ziyyon,Ma'oz Ziyyon
Israel/Nazareth,Nazareth
Israel/Tel Aviv,Tel Aviv
Italy/Albenga,Albenga
Italy/Albergo,Albergo
Italy/Alghero,Alghero
Italy/Ancona Falconara,Ancona Falconara
Italy/Arbus,Arbus
Italy/Arezzo,Arezzo
Italy/Bari,Bari
Italy/Bergamo,Bergamo
Italy/Bologna,Bologna
Italy/Bolzano,Bolzano
Italy/Bonifati,Bonifati
Italy/Brindisi,Brindisi
Italy/Cagliari,Cagliari
Italy/Cameri,Cameri
Italy/Campobasso,Campobasso
Italy/Capo Bellavista,Capo Bellavista
Italy/Capo Carbonara,Capo Carbonara
Italy/Capo Palinuro,Capo Palinuro
Italy/Catania,Catania
Italy/Catania - Sigonella NAS,Catania - Sigonella NAS
Italy/Cervia,Cervia
Italy/Ciampino,Ciampino
Italy/Civitavecchia,Civitavecchia
Italy/Codroipo,Codroipo
Italy/Cozzo Spadaro,Cozzo Spadaro
Italy/Crotone,Crotone
Italy/Decimomannu,Decimomannu
Italy/Elba,Elba
Italy/Enna,Enna
Italy/Fai della Paganella,Fai della Paganella
Italy/Falconara Marittima,Falconara Marittima
Italy/Florence,Florence
